uid,boundary
3869,"POLYGON((-0.144701277358602 51.4937415008971, -0.14625720507213 51.4931822062638, -0.14625720507213 51.4920635964111, -0.144701277358602 51.4915042811917, -0.143145349645075 51.4920635964111, -0.143145349645075 51.4931822062638, -0.144701277358602 51.4937415008971))"
3870,"POLYGON((0.048233759118779 51.4937415008971, 0.046677831405252 51.4931822062638, 0.046677831405252 51.4920635964111, 0.048233759118779 51.4915042811917, 0.049789686832306 51.4920635964111, 0.049789686832306 51.4931822062638, 0.048233759118779 51.4937415008971))"
3871,"POLYGON((-0.057569325401075 51.4937415008971, -0.059125253114603 51.4931822062638, -0.059125253114603 51.4920635964111, -0.057569325401075 51.4915042811917, -0.056013397687548 51.4920635964111, -0.056013397687548 51.4931822062638, -0.057569325401075 51.4937415008971))"
3872,"POLYGON((0.091799735097542 51.4937415008971, 0.090243807384015 51.4931822062638, 0.090243807384015 51.4920635964111, 0.091799735097542 51.4915042811917, 0.09335566281107 51.4920635964111, 0.09335566281107 51.4931822062638, 0.091799735097542 51.4937415008971))"
3873,"POLYGON((-0.032674481984639 51.4937415008971, -0.034230409698166 51.4931822062638, -0.034230409698166 51.4920635964111, -0.032674481984639 51.4915042811917, -0.031118554271112 51.4920635964111, -0.031118554271112 51.4931822062638, -0.032674481984639 51.4937415008971))"
3874,"POLYGON((-0.085576024244566 51.4937415008971, -0.087131951958094 51.4931822062638, -0.087131951958094 51.4920635964111, -0.085576024244566 51.4915042811917, -0.084020096531039 51.4920635964111, -0.084020096531039 51.4931822062638, -0.085576024244566 51.4937415008971))"
3875,"POLYGON((0.004667783140015 51.4937415008971, 0.003111855426488 51.4931822062638, 0.003111855426488 51.4920635964111, 0.004667783140015 51.4915042811917, 0.006223710853543 51.4920635964111, 0.006223710853543 51.4931822062638, 0.004667783140015 51.4937415008971))"
3876,"POLYGON((0.113582723086924 51.4937415008971, 0.112026795373397 51.4931822062638, 0.112026795373397 51.4920635964111, 0.113582723086924 51.4915042811917, 0.115138650800451 51.4920635964111, 0.115138650800451 51.4931822062638, 0.113582723086924 51.4937415008971))"
3877,"POLYGON((-0.035786337411694 51.4937415008971, -0.037342265125221 51.4931822062638, -0.037342265125221 51.4920635964111, -0.035786337411694 51.4915042811917, -0.034230409698166 51.4920635964111, -0.034230409698166 51.4931822062638, -0.035786337411694 51.4937415008971))"
3878,"POLYGON((-0.082464168817512 51.4937415008971, -0.084020096531039 51.4931822062638, -0.084020096531039 51.4920635964111, -0.082464168817512 51.4915042811917, -0.080908241103984 51.4920635964111, -0.080908241103984 51.4931822062638, -0.082464168817512 51.4937415008971))"
3879,"POLYGON((-0.191379108764421 51.4937415008971, -0.192935036477948 51.4931822062638, -0.192935036477948 51.4920635964111, -0.191379108764421 51.4915042811917, -0.189823181050893 51.4920635964111, -0.189823181050893 51.4931822062638, -0.191379108764421 51.4937415008971))"
3880,"POLYGON((0.045121903691724 51.4937415008971, 0.043565975978197 51.4931822062638, 0.043565975978197 51.4920635964111, 0.045121903691724 51.4915042811917, 0.046677831405252 51.4920635964111, 0.046677831405252 51.4931822062638, 0.045121903691724 51.4937415008971))"
3881,"POLYGON((0.001555927712961 51.4937415008971, -5.66511702004079e-13 51.4931822062638, -5.66511702004079e-13 51.4920635964111, 0.001555927712961 51.4915042811917, 0.003111855426488 51.4920635964111, 0.003111855426488 51.4931822062638, 0.001555927712961 51.4937415008971))"
3882,"POLYGON((-0.104247156806894 51.4937415008971, -0.105803084520421 51.4931822062638, -0.105803084520421 51.4920635964111, -0.104247156806894 51.4915042811917, -0.102691229093366 51.4920635964111, -0.102691229093366 51.4931822062638, -0.104247156806894 51.4937415008971))"
3883,"POLYGON((-0.147813132785657 51.4937415008971, -0.149369060499184 51.4931822062638, -0.149369060499184 51.4920635964111, -0.147813132785657 51.4915042811917, -0.14625720507213 51.4920635964111, -0.14625720507213 51.4931822062638, -0.147813132785657 51.4937415008971))"
3884,"POLYGON((-0.051345614546966 51.4937415008971, -0.052901542260494 51.4931822062638, -0.052901542260494 51.4920635964111, -0.051345614546966 51.4915042811917, -0.049789686833439 51.4920635964111, -0.049789686833439 51.4931822062638, -0.051345614546966 51.4937415008971))"
3885,"POLYGON((0.107359012232815 51.4937415008971, 0.105803084519288 51.4931822062638, 0.105803084519288 51.4920635964111, 0.107359012232815 51.4915042811917, 0.108914939946342 51.4920635964111, 0.108914939946342 51.4931822062638, 0.107359012232815 51.4937415008971))"
3886,"POLYGON((-0.014003349422312 51.4937415008971, -0.015559277135839 51.4931822062638, -0.015559277135839 51.4920635964111, -0.014003349422312 51.4915042811917, -0.012447421708785 51.4920635964111, -0.012447421708785 51.4931822062638, -0.014003349422312 51.4937415008971))"
3887,"POLYGON((-0.098023445952784 51.4937415008971, -0.099579373666312 51.4931822062638, -0.099579373666312 51.4920635964111, -0.098023445952784 51.4915042811917, -0.096467518239257 51.4920635964111, -0.096467518239257 51.4931822062638, -0.098023445952784 51.4937415008971))"
3888,"POLYGON((0.129142000222197 51.4937415008971, 0.12758607250867 51.4931822062638, 0.12758607250867 51.4920635964111, 0.129142000222197 51.4915042811917, 0.130697927935724 51.4920635964111, 0.130697927935724 51.4931822062638, 0.129142000222197 51.4937415008971))"
3889,"POLYGON((-0.038898192838748 51.4937415008971, -0.040454120552276 51.4931822062638, -0.040454120552276 51.4920635964111, -0.038898192838748 51.4915042811917, -0.037342265125221 51.4920635964111, -0.037342265125221 51.4931822062638, -0.038898192838748 51.4937415008971))"
3890,"POLYGON((-0.101135301379839 51.4937415008971, -0.102691229093366 51.4931822062638, -0.102691229093366 51.4920635964111, -0.101135301379839 51.4915042811917, -0.099579373666312 51.4920635964111, -0.099579373666312 51.4931822062638, -0.101135301379839 51.4937415008971))"
3891,"POLYGON((-0.119806433942166 51.4937415008971, -0.121362361655693 51.4931822062638, -0.121362361655693 51.4920635964111, -0.119806433942166 51.4915042811917, -0.118250506228639 51.4920635964111, -0.118250506228639 51.4931822062638, -0.119806433942166 51.4937415008971))"
3892,"POLYGON((-0.079352313390457 51.4937415008971, -0.080908241103984 51.4931822062638, -0.080908241103984 51.4920635964111, -0.079352313390457 51.4915042811917, -0.07779638567693 51.4920635964111, -0.07779638567693 51.4931822062638, -0.079352313390457 51.4937415008971))"
3893,"POLYGON((0.020227060275288 51.4937415008971, 0.018671132561761 51.4931822062638, 0.018671132561761 51.4920635964111, 0.020227060275288 51.4915042811917, 0.021782987988815 51.4920635964111, 0.021782987988815 51.4931822062638, 0.020227060275288 51.4937415008971))"
3894,"POLYGON((-0.16337240992093 51.4937415008971, -0.164928337634457 51.4931822062638, -0.164928337634457 51.4920635964111, -0.16337240992093 51.4915042811917, -0.161816482207402 51.4920635964111, -0.161816482207402 51.4931822062638, -0.16337240992093 51.4937415008971))"
3895,"POLYGON((0.13847756650336 51.4937415008971, 0.136921638789833 51.4931822062638, 0.136921638789833 51.4920635964111, 0.13847756650336 51.4915042811917, 0.140033494216888 51.4920635964111, 0.140033494216888 51.4931822062638, 0.13847756650336 51.4937415008971))"
3896,"POLYGON((-0.063793036255185 51.4937415008971, -0.065348963968712 51.4931822062638, -0.065348963968712 51.4920635964111, -0.063793036255185 51.4915042811917, -0.062237108541657 51.4920635964111, -0.062237108541657 51.4931822062638, -0.063793036255185 51.4937415008971))"
3897,"POLYGON((0.066904891681106 51.4937415008971, 0.065348963967579 51.4931822062638, 0.065348963967579 51.4920635964111, 0.066904891681106 51.4915042811917, 0.068460819394633 51.4920635964111, 0.068460819394633 51.4931822062638, 0.066904891681106 51.4937415008971))"
3898,"POLYGON((0.026450771129397 51.4937415008971, 0.02489484341587 51.4931822062638, 0.02489484341587 51.4920635964111, 0.026450771129397 51.4915042811917, 0.028006698842924 51.4920635964111, 0.028006698842924 51.4931822062638, 0.026450771129397 51.4937415008971))"
3899,"POLYGON((0.00777963856707 51.4937415008971, 0.006223710853543 51.4931822062638, 0.006223710853543 51.4920635964111, 0.00777963856707 51.4915042811917, 0.009335566280597 51.4920635964111, 0.009335566280597 51.4931822062638, 0.00777963856707 51.4937415008971))"
3900,"POLYGON((-0.023338915703476 51.4937415008971, -0.024894843417003 51.4931822062638, -0.024894843417003 51.4920635964111, -0.023338915703476 51.4915042811917, -0.021782987989948 51.4920635964111, -0.021782987989948 51.4931822062638, -0.023338915703476 51.4937415008971))"
3901,"POLYGON((-0.070016747109294 51.4937415008971, -0.071572674822821 51.4931822062638, -0.071572674822821 51.4920635964111, -0.070016747109294 51.4915042811917, -0.068460819395766 51.4920635964111, -0.068460819395766 51.4931822062638, -0.070016747109294 51.4937415008971))"
3902,"POLYGON((-0.06068118082813 51.4937415008971, -0.062237108541657 51.4931822062638, -0.062237108541657 51.4920635964111, -0.06068118082813 51.4915042811917, -0.059125253114603 51.4920635964111, -0.059125253114603 51.4931822062638, -0.06068118082813 51.4937415008971))"
3903,"POLYGON((-0.054457469974021 51.4937415008971, -0.056013397687548 51.4931822062638, -0.056013397687548 51.4920635964111, -0.054457469974021 51.4915042811917, -0.052901542260494 51.4920635964111, -0.052901542260494 51.4931822062638, -0.054457469974021 51.4937415008971))"
3904,"POLYGON((-0.116694578515112 51.4937415008971, -0.118250506228639 51.4931822062638, -0.118250506228639 51.4920635964111, -0.116694578515112 51.4915042811917, -0.115138650801584 51.4920635964111, -0.115138650801584 51.4931822062638, -0.116694578515112 51.4937415008971))"
3905,"POLYGON((-0.076240457963403 51.4937415008971, -0.07779638567693 51.4931822062638, -0.07779638567693 51.4920635964111, -0.076240457963403 51.4915042811917, -0.074684530249875 51.4920635964111, -0.074684530249875 51.4931822062638, -0.076240457963403 51.4937415008971))"
3906,"POLYGON((-0.107359012233948 51.4937415008971, -0.108914939947475 51.4931822062638, -0.108914939947475 51.4920635964111, -0.107359012233948 51.4915042811917, -0.105803084520421 51.4920635964111, -0.105803084520421 51.4931822062638, -0.107359012233948 51.4937415008971))"
3907,"POLYGON((-0.188267253337366 51.4937415008971, -0.189823181050893 51.4931822062638, -0.189823181050893 51.4920635964111, -0.188267253337366 51.4915042811917, -0.186711325623839 51.4920635964111, -0.186711325623839 51.4931822062638, -0.188267253337366 51.4937415008971))"
3908,"POLYGON((0.04201004826467 51.4937415008971, 0.040454120551142 51.4931822062638, 0.040454120551142 51.4920635964111, 0.04201004826467 51.4915042811917, 0.043565975978197 51.4920635964111, 0.043565975978197 51.4931822062638, 0.04201004826467 51.4937415008971))"
3909,"POLYGON((-0.006223710854676 51.495419343625, -0.007779638568203 51.4948600695777, -0.007779638568203 51.4937415008971, -0.006223710854676 51.4931822062638, -0.004667783141148 51.4937415008971, -0.004667783141148 51.4948600695777, -0.006223710854676 51.495419343625))"
3910,"POLYGON((0.009335566280597 51.495419343625, 0.00777963856707 51.4948600695777, 0.00777963856707 51.4937415008971, 0.009335566280597 51.4931822062638, 0.010891493994124 51.4937415008971, 0.010891493994124 51.4948600695777, 0.009335566280597 51.495419343625))"
3911,"POLYGON((-0.127586072509803 51.495419343625, -0.12914200022333 51.4948600695777, -0.12914200022333 51.4937415008971, -0.127586072509803 51.4931822062638, -0.126030144796275 51.4937415008971, -0.126030144796275 51.4948600695777, -0.127586072509803 51.495419343625))"
3912,"POLYGON((-0.049789686833439 51.495419343625, -0.051345614546966 51.4948600695777, -0.051345614546966 51.4937415008971, -0.049789686833439 51.4931822062638, -0.048233759119912 51.4937415008971, -0.048233759119912 51.4948600695777, -0.049789686833439 51.495419343625))"
3913,"POLYGON((0.037342265124088 51.495419343625, 0.035786337410561 51.4948600695777, 0.035786337410561 51.4937415008971, 0.037342265124088 51.4931822062638, 0.038898192837615 51.4937415008971, 0.038898192837615 51.4948600695777, 0.037342265124088 51.495419343625))"
3914,"POLYGON((0.018671132561761 51.495419343625, 0.017115204848233 51.4948600695777, 0.017115204848233 51.4937415008971, 0.018671132561761 51.4931822062638, 0.020227060275288 51.4937415008971, 0.020227060275288 51.4948600695777, 0.018671132561761 51.495419343625))"
3915,"POLYGON((0.065348963967579 51.495419343625, 0.063793036254052 51.4948600695776, 0.063793036254052 51.4937415008971, 0.065348963967579 51.4931822062638, 0.066904891681106 51.4937415008971, 0.066904891681106 51.4948600695777, 0.065348963967579 51.495419343625))"
3916,"POLYGON((-0.096467518239257 51.495419343625, -0.098023445952784 51.4948600695777, -0.098023445952784 51.4937415008971, -0.096467518239257 51.4931822062638, -0.09491159052573 51.4937415008971, -0.09491159052573 51.4948600695776, -0.096467518239257 51.495419343625))"
3917,"POLYGON((-0.11202679537453 51.495419343625, -0.113582723088057 51.4948600695777, -0.113582723088057 51.4937415008971, -0.11202679537453 51.4931822062638, -0.110470867661003 51.4937415008971, -0.110470867661003 51.4948600695777, -0.11202679537453 51.495419343625))"
3918,"POLYGON((-0.108914939947475 51.495419343625, -0.110470867661003 51.4948600695777, -0.110470867661003 51.4937415008971, -0.108914939947475 51.4931822062638, -0.107359012233948 51.4937415008971, -0.107359012233948 51.4948600695777, -0.108914939947475 51.495419343625))"
3919,"POLYGON((-0.196046891905003 51.495419343625, -0.19760281961853 51.4948600695777, -0.19760281961853 51.4937415008971, -0.196046891905003 51.4931822062638, -0.194490964191475 51.4937415008971, -0.194490964191475 51.4948600695777, -0.196046891905003 51.495419343625))"
3920,"POLYGON((-0.012447421708785 51.495419343625, -0.014003349422312 51.4948600695777, -0.014003349422312 51.4937415008971, -0.012447421708785 51.4931822062638, -0.010891493995257 51.4937415008971, -0.010891493995257 51.4948600695777, -0.012447421708785 51.495419343625))"
3921,"POLYGON((-0.189823181050893 51.495419343625, -0.191379108764421 51.4948600695777, -0.191379108764421 51.4937415008971, -0.189823181050893 51.4931822062638, -0.188267253337366 51.4937415008971, -0.188267253337366 51.4948600695777, -0.189823181050893 51.495419343625))"
3922,"POLYGON((-0.084020096531039 51.495419343625, -0.085576024244566 51.4948600695777, -0.085576024244566 51.4937415008971, -0.084020096531039 51.4931822062638, -0.082464168817512 51.4937415008971, -0.082464168817512 51.4948600695777, -0.084020096531039 51.495419343625))"
3923,"POLYGON((-0.034230409698166 51.495419343625, -0.035786337411694 51.4948600695777, -0.035786337411694 51.4937415008971, -0.034230409698166 51.4931822062638, -0.032674481984639 51.4937415008971, -0.032674481984639 51.4948600695777, -0.034230409698166 51.495419343625))"
3924,"POLYGON((-0.087131951958094 51.495419343625, -0.088687879671621 51.4948600695777, -0.088687879671621 51.4937415008971, -0.087131951958094 51.4931822062638, -0.085576024244566 51.4937415008971, -0.085576024244566 51.4948600695777, -0.087131951958094 51.495419343625))"
3925,"POLYGON((-0.062237108541657 51.495419343625, -0.063793036255185 51.4948600695776, -0.063793036255185 51.4937415008971, -0.062237108541657 51.4931822062638, -0.06068118082813 51.4937415008971, -0.06068118082813 51.4948600695777, -0.062237108541657 51.495419343625))"
3926,"POLYGON((-0.183599470196784 51.495419343625, -0.185155397910312 51.4948600695777, -0.185155397910312 51.4937415008971, -0.183599470196784 51.4931822062638, -0.182043542483257 51.4937415008971, -0.182043542483257 51.4948600695777, -0.183599470196784 51.495419343625))"
3927,"POLYGON((-0.059125253114603 51.495419343625, -0.06068118082813 51.4948600695777, -0.06068118082813 51.4937415008971, -0.059125253114603 51.4931822062638, -0.057569325401075 51.4937415008971, -0.057569325401075 51.4948600695777, -0.059125253114603 51.495419343625))"
3928,"POLYGON((-0.136921638790966 51.495419343625, -0.138477566504493 51.4948600695777, -0.138477566504493 51.4937415008971, -0.136921638790966 51.4931822062638, -0.135365711077439 51.4937415008971, -0.135365711077439 51.4948600695777, -0.136921638790966 51.495419343625))"
3929,"POLYGON((-0.040454120552276 51.495419343625, -0.042010048265803 51.4948600695776, -0.042010048265803 51.4937415008971, -0.040454120552276 51.4931822062638, -0.038898192838748 51.4937415008971, -0.038898192838748 51.4948600695777, -0.040454120552276 51.495419343625))"
3930,"POLYGON((-0.090243807385148 51.495419343625, -0.091799735098675 51.4948600695777, -0.091799735098675 51.4937415008971, -0.090243807385148 51.4931822062638, -0.088687879671621 51.4937415008971, -0.088687879671621 51.4948600695777, -0.090243807385148 51.495419343625))"
3931,"POLYGON((-0.143145349645075 51.495419343625, -0.144701277358602 51.4948600695777, -0.144701277358602 51.4937415008971, -0.143145349645075 51.4931822062638, -0.141589421931548 51.4937415008971, -0.141589421931548 51.4948600695777, -0.143145349645075 51.495419343625))"
3932,"POLYGON((0.040454120551142 51.495419343625, 0.038898192837615 51.4948600695777, 0.038898192837615 51.4937415008971, 0.040454120551142 51.4931822062638, 0.04201004826467 51.4937415008971, 0.04201004826467 51.4948600695776, 0.040454120551142 51.495419343625))"
3933,"POLYGON((0.118250506227506 51.495419343625, 0.116694578513979 51.4948600695777, 0.116694578513979 51.4937415008971, 0.118250506227506 51.4931822062638, 0.119806433941033 51.4937415008971, 0.119806433941033 51.4948600695777, 0.118250506227506 51.495419343625))"
3934,"POLYGON((-0.199158747332057 51.495419343625, -0.200714675045584 51.4948600695777, -0.200714675045584 51.4937415008971, -0.199158747332057 51.4931822062638, -0.19760281961853 51.4937415008971, -0.19760281961853 51.4948600695777, -0.199158747332057 51.495419343625))"
3935,"POLYGON((0.084020096529906 51.495419343625, 0.082464168816379 51.4948600695777, 0.082464168816379 51.4937415008971, 0.084020096529906 51.4931822062638, 0.085576024243433 51.4937415008971, 0.085576024243433 51.4948600695777, 0.084020096529906 51.495419343625))"
3936,"POLYGON((-0.024894843417003 51.495419343625, -0.02645077113053 51.4948600695777, -0.02645077113053 51.4937415008971, -0.024894843417003 51.4931822062638, -0.023338915703476 51.4937415008971, -0.023338915703476 51.4948600695777, -0.024894843417003 51.495419343625))"
3937,"POLYGON((-0.158704626780348 51.495419343625, -0.160260554493875 51.4948600695777, -0.160260554493875 51.4937415008971, -0.158704626780348 51.4931822062638, -0.157148699066821 51.4937415008971, -0.157148699066821 51.4948600695777, -0.158704626780348 51.495419343625))"
3938,"POLYGON((-0.133809783363912 51.495419343625, -0.135365711077439 51.4948600695777, -0.135365711077439 51.4937415008971, -0.133809783363912 51.4931822062638, -0.132253855650384 51.4937415008971, -0.132253855650384 51.4948600695776, -0.133809783363912 51.495419343625))"
3939,"POLYGON((-0.149369060499184 51.495419343625, -0.150924988212712 51.4948600695777, -0.150924988212712 51.4937415008971, -0.149369060499184 51.4931822062638, -0.147813132785657 51.4937415008971, -0.147813132785657 51.4948600695777, -0.149369060499184 51.495419343625))"
3940,"POLYGON((-0.171152048488566 51.495419343625, -0.172707976202093 51.4948600695777, -0.172707976202093 51.4937415008971, -0.171152048488566 51.4931822062638, -0.169596120775039 51.4937415008971, -0.169596120775039 51.4948600695777, -0.171152048488566 51.495419343625))"
3941,"POLYGON((-0.168040193061512 51.495419343625, -0.169596120775039 51.4948600695777, -0.169596120775039 51.4937415008971, -0.168040193061512 51.4931822062638, -0.166484265347984 51.4937415008971, -0.166484265347984 51.4948600695777, -0.168040193061512 51.495419343625))"
3942,"POLYGON((-0.046677831406385 51.495419343625, -0.048233759119912 51.4948600695777, -0.048233759119912 51.4937415008971, -0.046677831406385 51.4931822062638, -0.045121903692857 51.4937415008971, -0.045121903692857 51.4948600695777, -0.046677831406385 51.495419343625))"
3943,"POLYGON((-0.174263903915621 51.495419343625, -0.175819831629148 51.4948600695777, -0.175819831629148 51.4937415008971, -0.174263903915621 51.4931822062638, -0.172707976202093 51.4937415008971, -0.172707976202093 51.4948600695777, -0.174263903915621 51.495419343625))"
3944,"POLYGON((-0.102691229093366 51.495419343625, -0.104247156806894 51.4948600695777, -0.104247156806894 51.4937415008971, -0.102691229093366 51.4931822062638, -0.101135301379839 51.4937415008971, -0.101135301379839 51.4948600695777, -0.102691229093366 51.495419343625))"
3945,"POLYGON((0.112026795373397 51.495419343625, 0.11047086765987 51.4948600695777, 0.11047086765987 51.4937415008971, 0.112026795373397 51.4931822062638, 0.113582723086924 51.4937415008971, 0.113582723086924 51.4948600695777, 0.112026795373397 51.495419343625))"
3946,"POLYGON((-0.105803084520421 51.495419343625, -0.107359012233948 51.4948600695777, -0.107359012233948 51.4937415008971, -0.105803084520421 51.4931822062638, -0.104247156806894 51.4937415008971, -0.104247156806894 51.4948600695777, -0.105803084520421 51.495419343625))"
3947,"POLYGON((0.02489484341587 51.495419343625, 0.023338915702343 51.4948600695777, 0.023338915702343 51.4937415008971, 0.02489484341587 51.4931822062638, 0.026450771129397 51.4937415008971, 0.026450771129397 51.4948600695777, 0.02489484341587 51.495419343625))"
3948,"POLYGON((0.074684530248742 51.495419343625, 0.073128602535215 51.4948600695777, 0.073128602535215 51.4937415008971, 0.074684530248742 51.4931822062638, 0.07624045796227 51.4937415008971, 0.07624045796227 51.4948600695776, 0.074684530248742 51.495419343625))"
3949,"POLYGON((0.068460819394633 51.495419343625, 0.066904891681106 51.4948600695777, 0.066904891681106 51.4937415008971, 0.068460819394633 51.4931822062638, 0.070016747108161 51.4937415008971, 0.070016747108161 51.4948600695777, 0.068460819394633 51.495419343625))"
3950,"POLYGON((0.105803084519288 51.495419343625, 0.10424715680576 51.4948600695777, 0.10424715680576 51.4937415008971, 0.105803084519288 51.4931822062638, 0.107359012232815 51.4937415008971, 0.107359012232815 51.4948600695777, 0.105803084519288 51.495419343625))"
3951,"POLYGON((0.05912525311347 51.495419343625, 0.057569325399942 51.4948600695777, 0.057569325399942 51.4937415008971, 0.05912525311347 51.4931822062638, 0.060681180826997 51.4937415008971, 0.060681180826997 51.4948600695777, 0.05912525311347 51.495419343625))"
3952,"POLYGON((0.102691229092233 51.495419343625, 0.101135301378706 51.4948600695777, 0.101135301378706 51.4937415008971, 0.102691229092233 51.4931822062638, 0.104247156805761 51.4937415008971, 0.104247156805761 51.4948600695777, 0.102691229092233 51.495419343625))"
3953,"POLYGON((-0.202270602759112 51.495419343625, -0.203826530472639 51.4948600695776, -0.203826530472639 51.4937415008971, -0.202270602759112 51.4931822062638, -0.200714675045584 51.4937415008971, -0.200714675045584 51.4948600695777, -0.202270602759112 51.495419343625))"
3954,"POLYGON((-0.152480915926239 51.495419343625, -0.154036843639766 51.4948600695777, -0.154036843639766 51.4937415008971, -0.152480915926239 51.4931822062638, -0.150924988212712 51.4937415008971, -0.150924988212712 51.4948600695777, -0.152480915926239 51.495419343625))"
3955,"POLYGON((0.12136236165456 51.495419343625, 0.119806433941033 51.4948600695777, 0.119806433941033 51.4937415008971, 0.12136236165456 51.4931822062638, 0.122918289368088 51.4937415008971, 0.122918289368088 51.4948600695777, 0.12136236165456 51.495419343625))"
3956,"POLYGON((-0.140033494218021 51.495419343625, -0.141589421931548 51.4948600695777, -0.141589421931548 51.4937415008971, -0.140033494218021 51.4931822062638, -0.138477566504493 51.4937415008971, -0.138477566504493 51.4948600695777, -0.140033494218021 51.495419343625))"
3957,"POLYGON((0.077796385675797 51.495419343625, 0.07624045796227 51.4948600695776, 0.07624045796227 51.4937415008971, 0.077796385675797 51.4931822062638, 0.079352313389324 51.4937415008971, 0.079352313389324 51.4948600695777, 0.077796385675797 51.495419343625))"
3958,"POLYGON((0.056013397686415 51.495419343625, 0.054457469972888 51.4948600695777, 0.054457469972888 51.4937415008971, 0.056013397686415 51.4931822062638, 0.057569325399942 51.4937415008971, 0.057569325399942 51.4948600695777, 0.056013397686415 51.495419343625))"
3959,"POLYGON((-0.121362361655693 51.495419343625, -0.122918289369221 51.4948600695777, -0.122918289369221 51.4937415008971, -0.121362361655693 51.4931822062638, -0.119806433942166 51.4937415008971, -0.119806433942166 51.4948600695777, -0.121362361655693 51.495419343625))"
3960,"POLYGON((-0.065348963968712 51.495419343625, -0.066904891682239 51.4948600695777, -0.066904891682239 51.4937415008971, -0.065348963968712 51.4931822062638, -0.063793036255185 51.4937415008971, -0.063793036255185 51.4948600695776, -0.065348963968712 51.495419343625))"
3961,"POLYGON((0.015559277134706 51.495419343625, 0.014003349421179 51.4948600695777, 0.014003349421179 51.4937415008971, 0.015559277134706 51.4931822062638, 0.017115204848233 51.4937415008971, 0.017115204848233 51.4948600695777, 0.015559277134706 51.495419343625))"
3962,"POLYGON((-0.093355662812203 51.495419343625, -0.09491159052573 51.4948600695776, -0.09491159052573 51.4937415008971, -0.093355662812203 51.4931822062638, -0.091799735098675 51.4937415008971, -0.091799735098675 51.4948600695777, -0.093355662812203 51.495419343625))"
3963,"POLYGON((-0.018671132562894 51.495419343625, -0.020227060276421 51.4948600695777, -0.020227060276421 51.4937415008971, -0.018671132562894 51.4931822062638, -0.017115204849366 51.4937415008971, -0.017115204849366 51.4948600695777, -0.018671132562894 51.495419343625))"
3964,"POLYGON((0.043565975978197 51.495419343625, 0.04201004826467 51.4948600695776, 0.04201004826467 51.4937415008971, 0.043565975978197 51.4931822062638, 0.045121903691724 51.4937415008971, 0.045121903691724 51.4948600695777, 0.043565975978197 51.495419343625))"
3965,"POLYGON((0.096467518238124 51.495419343625, 0.094911590524597 51.4948600695776, 0.094911590524597 51.4937415008971, 0.096467518238124 51.4931822062638, 0.098023445951651 51.4937415008971, 0.098023445951651 51.4948600695777, 0.096467518238124 51.495419343625))"
3966,"POLYGON((0.130697927935724 51.495419343625, 0.129142000222197 51.4948600695776, 0.129142000222197 51.4937415008971, 0.130697927935724 51.4931822062638, 0.132253855649251 51.4937415008971, 0.132253855649251 51.4948600695777, 0.130697927935724 51.495419343625))"
3967,"POLYGON((-0.177375759342675 51.495419343625, -0.178931687056203 51.4948600695777, -0.178931687056203 51.4937415008971, -0.177375759342675 51.4931822062638, -0.175819831629148 51.4937415008971, -0.175819831629148 51.4948600695777, -0.177375759342675 51.495419343625))"
3968,"POLYGON((0.124474217081615 51.495419343625, 0.122918289368088 51.4948600695777, 0.122918289368088 51.4937415008971, 0.124474217081615 51.4931822062638, 0.126030144795142 51.4937415008971, 0.126030144795142 51.4948600695777, 0.124474217081615 51.495419343625))"
3969,"POLYGON((-0.164928337634457 51.495419343625, -0.166484265347984 51.4948600695777, -0.166484265347984 51.4937415008971, -0.164928337634457 51.4931822062638, -0.16337240992093 51.4937415008971, -0.16337240992093 51.4948600695777, -0.164928337634457 51.495419343625))"
3970,"POLYGON((-0.14625720507213 51.495419343625, -0.147813132785657 51.4948600695777, -0.147813132785657 51.4937415008971, -0.14625720507213 51.4931822062638, -0.144701277358602 51.4937415008971, -0.144701277358602 51.4948600695777, -0.14625720507213 51.495419343625))"
3971,"POLYGON((-0.155592771353293 51.495419343625, -0.157148699066821 51.4948600695777, -0.157148699066821 51.4937415008971, -0.155592771353293 51.4931822062638, -0.154036843639766 51.4937415008971, -0.154036843639766 51.4948600695777, -0.155592771353293 51.495419343625))"
3972,"POLYGON((-0.056013397687548 51.495419343625, -0.057569325401075 51.4948600695777, -0.057569325401075 51.4937415008971, -0.056013397687548 51.4931822062638, -0.054457469974021 51.4937415008971, -0.054457469974021 51.4948600695777, -0.056013397687548 51.495419343625))"
3973,"POLYGON((-0.186711325623839 51.495419343625, -0.188267253337366 51.4948600695777, -0.188267253337366 51.4937415008971, -0.186711325623839 51.4931822062638, -0.185155397910312 51.4937415008971, -0.185155397910312 51.4948600695777, -0.186711325623839 51.495419343625))"
3974,"POLYGON((0.115138650800451 51.495419343625, 0.113582723086924 51.4948600695777, 0.113582723086924 51.4937415008971, 0.115138650800451 51.4931822062638, 0.116694578513979 51.4937415008971, 0.116694578513979 51.4948600695777, 0.115138650800451 51.495419343625))"
3975,"POLYGON((0.136921638789833 51.495419343625, 0.135365711076306 51.4948600695777, 0.135365711076306 51.4937415008971, 0.136921638789833 51.4931822062638, 0.13847756650336 51.4937415008971, 0.13847756650336 51.4948600695777, 0.136921638789833 51.495419343625))"
3976,"POLYGON((-0.00933556628173 51.495419343625, -0.010891493995257 51.4948600695777, -0.010891493995257 51.4937415008971, -0.00933556628173 51.4931822062638, -0.007779638568203 51.4937415008971, -0.007779638568203 51.4948600695777, -0.00933556628173 51.495419343625))"
